"step.number","action","relation","model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","[CL]","[V1]","[Q]","[V2]","[SDSL]","CLAGE-5-1","CLGNDR-2-1","QAGE-5-1","QGNDR-2-1","V1AGE-5-1","V1GNDR-2-1","V2AGE-5-1","V2GNDR-2-1","[varCL]","OMEGA(2,1)","[varV1]","OMEGA(3,1)","OMEGA(3,2)","[varQ]","OMEGA(4,1)","OMEGA(4,2)","OMEGA(4,3)","[varV2]","SIGMA(1,1)","se[CL]","se[V1]","se[Q]","se[V2]","se[SDSL]","seCLAGE-5-1","seCLGNDR-2-1","seQAGE-5-1","seQGNDR-2-1","seV1AGE-5-1","seV1GNDR-2-1","seV2AGE-5-1","seV2GNDR-2-1","se[varCL]","seOMEGA(2,1)","se[varV1]","seOMEGA(3,1)","seOMEGA(3,2)","se[varQ]","seOMEGA(4,1)","seOMEGA(4,2)","seOMEGA(4,3)","se[varV2]","seSIGMA(1,1)","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_eta3(%)","shrinkage_eta4(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7","EI8","EI9","EI10","EI11","EI12","EI13","EI14","EI15","EI16","EI17"
0,none (base),none,1,1,1,1,1,0,1,0,0,0,0,0,0,2.4,NA,FOCE,NA,42.41,12.78,-5494.54612463612,34.8171,42.252,1.92256,10.7605,0.138021,NA,NA,NA,NA,NA,NA,NA,NA,1.2991,0.00579246,5.39474,-0.00036339,0.00483943,0.0433846,0.00681271,0.0218498,0.00242826,0.0410169,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,added,CLAGE-5,1,1,1,1,1,1,0,0,0,0,0,0,0,2.4,72.5284,FOCE_I,NA,41.22,20.38,-8791.87219392211,7.02767,6.16763,1.99655,10.0315,0.0998273,-0.0600724,NA,NA,NA,NA,NA,NA,NA,0.549997,-0.104196,0.0601279,0.020055,-0.00799042,0.0127629,0.00767855,-0.00554712,0.00382316,0.0109488,1,0.0469353,0.0146667,0.00525252,0.00978951,0.00309489,0.00361957,0.00690862,0.00233434,0.00259196,0.00226718,NA,0.047349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,added,CLGNDR-2,2,1,1,1,1,1,0,0,0,0,0,0,0,2.1,113.901,FOCE_I,NA,32.65,15.7,-9557.26777931176,12.5879,6.1252,2.01376,10.0471,0.0997725,NA,-0.701225,NA,NA,NA,NA,NA,NA,0.16125,-0.0889415,0.0614851,0.00563479,-0.00362397,0.0108064,0.00275253,-0.00258455,0.00286378,0.0105361,1,0.0117992,0.00694975,0.00533794,0.00441116,0.00283174,0.00314347,0.00364473,0.00230723,0.00224307,0.00202986,NA,NA,0.0077583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,added,QAGE-5,3,1,1,1,1,0,1,0,0,0,0,0,0,5.0,NA,FOCE_I,NA,180.39,18.17,-6123.02758857445,23.5413,38.3007,2.10978,10.3573,0.142168,NA,NA,0.000783276,NA,NA,NA,NA,NA,1.9152,0.00840266,3.99032,-0.000441596,0.00366213,0.0314849,0.00962477,0.0261484,0.0035721,0.0310804,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,added,QGNDR-2,4,1,1,1,1,0,1,0,0,0,0,1,0,2.1,NA,FOCE_I,NA,50.89,18.95,-8789.92425186312,7.10349,6.15641,1.89884,9.98499,0.105305,NA,NA,NA,0.0952158,NA,NA,NA,NA,0.583889,-0.118945,0.0606486,0.0529911,-0.0118277,0.00773601,0.00804731,-0.0062623,-0.0025864,0.00619452,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,added,V1AGE-5,5,1,1,1,1,1,0,0,0,0,0,0,0,2.7,55.4963,FOCE_I,NA,38.59,18.93,-9145.80806350439,7.08517,6.41602,1.9855,9.95822,0.100197,NA,NA,NA,NA,0.230002,NA,NA,NA,0.576036,-0.0459075,0.0140466,0.0042986,-0.00122889,0.0105657,-0.00463075,0.000618167,0.0019505,0.0093429,1,0.0410009,0.00716435,0.00189563,0.00947812,0.00176506,0.00323271,0.00662055,0.0012766,0.0022568,0.00196208,NA,NA,NA,NA,NA,0.00954855,NA,NA,NA,NA,NA,NA,NA,NA
1,added,V1GNDR-2,6,1,1,1,1,1,0,0,0,0,0,0,0,2.2,1308.36,FOCE_I,NA,33.66,21.16,-9049.80401124673,7.11052,8.17943,1.99505,10.0204,0.100242,NA,NA,NA,NA,NA,-0.45559,NA,NA,0.586799,-0.312595,0.178706,0.0218907,-0.0122713,0.0104052,0.0095316,-0.00618961,0.00244728,0.0102273,1,0.0417824,0.0250049,0.0173873,0.00951881,0.00527675,0.00314231,0.00679782,0.00375507,0.00224899,0.00203765,NA,NA,NA,NA,NA,NA,0.0173138,NA,NA,NA,NA,NA,NA,NA
1,added,V2AGE-5,7,1,1,1,1,1,0,0,0,0,0,0,0,2.3,72.6408,FOCE_I,NA,34.32,17.95,-8810.11496646513,7.12003,6.16923,1.98924,9.92001,0.100445,NA,NA,NA,NA,NA,NA,-0.049378,NA,0.586879,-0.115146,0.0585845,0.0270141,-0.00993735,0.0128869,-0.00464452,0.00288677,0.00189303,0.00969194,1,0.0417897,0.0117991,0.0051477,0.0101395,0.00317044,0.00373798,0.00771178,0.00306282,0.00259727,0.00216146,NA,NA,NA,NA,NA,NA,NA,0.011544,NA,NA,NA,NA,NA,NA
1,added,V2GNDR-2,8,1,1,1,1,0,1,0,0,0,0,4,0,2.4,NA,FOCE_I,NA,64.15,17.21,-8790.22236390536,7.10736,6.14701,1.98145,9.5966,0.105276,NA,NA,NA,NA,NA,NA,NA,0.0851704,0.583186,-0.119492,0.0602135,0.0220321,-0.0108017,0.00419709,0.0350159,-0.00897652,-0.00203368,0.00819977,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,added,CLAGE-5,1,1,1,1,1,1,0,0,0,0,0,0,0,2.2,73.993,FOCE_I,NA,20.86,20.34,-9746.4516699913,12.1863,6.17018,2.03198,10.1396,0.099489,-0.304398,-0.718871,NA,NA,NA,NA,NA,NA,0.0445775,-0.0317335,0.0582044,-0.00020323,-0.00735303,0.0142531,-0.00338894,-0.0052166,0.0058891,0.0132073,1,0.00447542,0.00464575,0.00510208,0.00259108,0.00293253,0.00353345,0.00211759,0.00235868,0.00256961,0.00232614,NA,0.0186276,0.00561915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,added,QAGE-5,2,1,1,1,1,1,0,0,0,0,0,0,0,2.4,129.844,FOCE_I,NA,20.38,21.44,-9560.03802754905,12.5661,6.12557,2.02004,10.0416,0.0996186,NA,-0.700181,0.0275709,NA,NA,NA,NA,NA,0.161249,-0.0891852,0.0618898,0.0151487,-0.00974769,0.0126467,0.00275517,-0.0026612,0.00347058,0.010562,1,0.0117987,0.00696844,0.00536565,0.00660876,0.00420772,0.00354018,0.00364501,0.00231839,0.00232796,0.00203471,NA,NA,0.00765974,0.0138233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
