"model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","1  BASE 979","2  BASE 961","3  BASE 962","4  BASE 967","5  BASE 9712","6  BASE 973","7  BASE 985","8  PROP ERR","9  ADD ERR","10 KOUT","11 LGK10","12 LGKZERO","13 LGEMAX","14 LGEC50","15 HVMX","16 ST979MX","17 HVKOUT","1 SD(BASE)","2 SD(KOUT)","3 SD(K10)","4 SD(KZERO)","5 SD(EMAX)","6 SD(EC50)","7 SD(EPS)","SIGMA(1,1)","se1  BASE 979","se2  BASE 961","se3  BASE 962","se4  BASE 967","se5  BASE 9712","se6  BASE 973","se7  BASE 985","se8  PROP ERR","se9  ADD ERR","se10 KOUT","se11 LGK10","se12 LGKZERO","se13 LGEMAX","se14 LGEC50","se15 HVMX","se16 ST979MX","se17 HVKOUT","se1 SD(BASE)","se2 SD(KOUT)","se3 SD(K10)","se4 SD(KZERO)","se5 SD(EMAX)","se6 SD(EC50)","se7 SD(EPS)","seSIGMA(1,1)","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_eta3(%)","shrinkage_eta4(%)","shrinkage_eta5(%)","shrinkage_eta6(%)","shrinkage_eta7(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7","EI8","EI9","EI10","EI11","EI12","EI13","EI14","EI15","EI16","EI17","EI18","EI19","EI20","EI21","EI22","EI23","EI24","EI25"
298,1,1,0,1,0,0,0,0,0,0,2,0,3.0,NA,FOCE_I,NA,4671.68,0,20219.5339894926,3.7817,5.44941,6.11129,5.37386,6.32468,2.94538,3.84771,0.117306,0,-3.86581,-4.4533,-5.4,0.322928,7.73989,0.721,-0.582979,0.932158,0.0118078,0.711597,0,0,0.251898,0,0.0943149,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299,1,1,0,0,0,0,0,1,0,0,0,0,2.7,NA,FOCE_I,NA,3611.89,0,19931.0617360467,3.75739,5.44991,6.14464,5.33701,6.34539,2.96991,3.84664,0.117617,0,-3.63208,-4.49638,-5.4,0.343967,7.63984,0.680175,-0.723617,0.699548,0.0134667,0.406811,0,0,0.189324,0,0.101204,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,1,1,0,1,0,0,0,0,0,0,0,0,3.6,NA,FOCE_I,NA,2802.13,0,21555.634170069,3.77622,5.45422,6.16273,5.33349,6.33367,2.96706,3.91152,0.118068,0,-3.39227,-4.70397,-5.4,0.232123,7.90391,0.83024,-0.622179,0.61058,0.0134614,0.348097,0,0,0.238869,0,0.0996099,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301,1,1,0,0,0,0,0,1,0,0,1,0,2.5,NA,FOCE_I,NA,4457.45,0,19854.249344151,3.75875,5.46576,6.09959,5.37673,6.32781,2.96818,3.88288,0.117758,0,-3.85243,-4.46501,-5.4,0.372975,7.7794,0.691466,-0.72608,0.825913,0.0146081,0.527886,0,0,0.299064,0,0.0911537,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302,1,1,0,0,0,0,0,1,0,0,0,0,2.6,NA,FOCE_I,NA,3628.49,0,21193.3963710259,3.76868,5.4843,6.11257,5.33519,6.33809,2.95368,3.86158,0.119406,0,-3.70566,-4.51939,-5.4,0.248905,7.59928,0.570287,-0.584084,0.889853,0.0146223,0.456007,0,0,0.255523,0,0.113121,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303,1,1,0,1,0,0,0,0,0,0,9,0,3.3,NA,FOCE_I,NA,12181.11,0,19667.3283358638,3.78907,5.43458,6.14666,5.32222,6.28983,2.9526,3.89279,0.116286,0,-3.68263,-4.62894,-5.4,0.333937,7.92094,0.687619,-0.643085,0.817032,0.0112364,0.464419,0,0,0.258045,0,0.122996,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304,1,1,0,1,0,0,0,0,0,0,0,0,4.0,NA,FOCE_I,NA,3197.52,0,20733.84924811,3.77956,5.48743,6.12474,5.38954,6.31979,2.96157,3.89934,0.119728,0,-3.67842,-4.64954,-5.4,0.36736,7.96816,0.651002,-0.762846,0.790981,0.0130284,0.691431,0,0,0.302776,0,0.104852,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,3324.72,0,19743.2514256461,3.77275,5.39978,6.10126,5.34701,6.31966,2.96512,3.88993,0.1166,0,-3.50129,-4.60817,-5.4,0.263102,7.81452,0.659172,-0.587286,0.780344,0.0129946,0.251189,0,0,0.278555,0,0.109103,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
306,1,1,0,1,0,0,0,0,0,0,2,0,3.8,NA,FOCE_I,NA,3883.23,0,20911.5442540712,3.77044,5.4364,6.08218,5.35397,6.32226,2.96833,3.85516,0.117236,0,-3.94939,-4.43988,-5.4,0.432444,7.70705,0.504711,-0.709766,0.998246,0.0114615,0.297213,0,0,0.208151,0,0.102291,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
307,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,2631.47,0,21298.4449911238,3.77989,5.50856,6.08444,5.35884,6.35263,2.9462,3.87733,0.117962,0,-3.73597,-4.65958,-5.4,0.351457,8.00712,0.81184,-0.620377,0.812414,0.0128307,0.475834,0,0,0.357203,0,0.107337,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,1,1,0,1,0,0,0,0,0,0,1,0,3.9,NA,FOCE_I,NA,3366.73,0,19805.7518748631,3.76999,5.46136,6.13717,5.29683,6.34366,2.94628,3.88292,0.115969,0,-3.73383,-4.6319,-5.4,0.459104,8.06453,0.564351,-0.637781,0.947454,0.0153058,0.316901,0,0,0.323544,0,0.120598,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,2146.79,0,20121.3312251569,3.76539,5.46122,6.14042,5.32616,6.32202,2.95032,3.84653,0.117173,0,-4.01711,-4.39839,-5.4,0.36989,7.66181,0.829337,-0.555365,0.905255,0.0133663,0.631839,0,0,0.306135,0,0.107001,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,2195.32,0,20676.749228716,3.75521,5.43984,6.13088,5.30606,6.34082,2.94362,3.86448,0.117836,0,-3.90636,-4.47178,-5.4,0.337874,7.6894,0.739907,-0.665406,0.894926,0.0137569,0.527445,0,0,0.306045,0,0.10478,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
311,1,1,0,0,0,0,0,1,0,0,2,0,2.5,NA,FOCE_I,NA,5446.79,0,21940.2806295183,3.76963,5.44607,6.09543,5.31761,6.33299,2.94403,3.87904,0.119516,0,-3.72472,-4.46905,-5.4,0.176928,7.51015,0.510263,-0.548462,0.82088,0.0120027,0.793025,0,0,0.26206,0,0.128287,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312,1,1,0,1,0,0,0,0,0,0,1,0,3.4,NA,FOCE_I,NA,3191.89,0,21512.2494374384,3.78777,5.48378,6.11275,5.3222,6.32785,2.97565,3.85107,0.118712,0,-3.95486,-4.55937,-5.4,0.434017,7.90954,0.535531,-0.661685,0.975433,0.0128896,0.541432,0,0,0.259368,0,0.0887549,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313,1,1,0,1,0,0,0,0,0,0,0,0,3.7,NA,FOCE_I,NA,2685.16,0,21055.8743765031,3.76386,5.48255,6.08163,5.34467,6.32133,2.95502,3.87153,0.118631,0,-3.82154,-4.59211,-5.4,0.325847,7.93489,0.735484,-0.619222,1.09784,0.0127323,0.452009,0,0,0.27255,0,0.118743,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314,1,1,0,1,0,0,0,0,0,0,0,0,3.6,NA,FOCE_I,NA,2549.3,0,20241.1621283043,3.76323,5.43502,6.13746,5.3309,6.35545,2.95869,3.87029,0.118744,0,-3.48795,-4.55672,-5.4,0.280872,7.81051,0.536434,-0.559816,0.608061,0.0144854,0.394032,0,0,0.229606,0,0.0874662,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,2435.04,0,21404.5421097199,3.76102,5.45313,6.12661,5.3816,6.35249,2.96251,3.85389,0.119005,0,-3.97091,-4.37131,-5.4,0.40095,7.54568,0.497312,-0.662467,1.12885,0.0143025,0.699648,0,0,0.319834,0,0.0913889,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
316,1,1,0,1,0,0,0,0,0,0,1,0,3.5,NA,FOCE_I,NA,3090.03,0,20357.0490258944,3.77423,5.4589,6.12393,5.34825,6.34933,2.96202,3.85596,0.117255,0,-3.95178,-4.56635,-5.4,0.356642,8.05062,0.754365,-0.630141,1.15573,0.0142845,0.557367,0,0,0.291866,0,0.141659,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
317,1,1,0,0,0,0,0,1,0,0,1,0,2.8,NA,FOCE_I,NA,3399.47,0,21284.8153902644,3.7882,5.48939,6.04987,5.32572,6.34266,2.95251,3.88546,0.120644,0,-3.82539,-4.55809,-5.4,0.30749,7.83357,0.666802,-0.615219,1.02145,0.0131943,0.657254,0,0,0.241016,0,0.0949598,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
318,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,2396.46,0,20553.7774778248,3.77953,5.44677,6.14062,5.28627,6.33222,2.95846,3.84575,0.118763,0,-3.8594,-4.43835,-5.4,0.213686,7.54272,0.653749,-0.542529,0.936424,0.0117535,0.576312,0,0,0.233733,0,0.0903707,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
319,1,1,0,1,0,0,0,0,0,0,0,0,3.8,NA,FOCE_I,NA,3024.1,0,21015.1962403234,3.77648,5.49416,6.10585,5.39825,6.33269,2.97367,3.88402,0.11814,0,-3.73823,-4.58349,-5.4,0.319936,7.76875,0.553299,-0.642391,0.905533,0.0119561,0.510109,0,0,0.180982,0,0.10747,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,1,1,0,1,0,0,0,0,0,0,0,0,3.6,NA,FOCE_I,NA,2622.85,0,20000.1175211127,3.77222,5.414,6.08474,5.35137,6.32539,2.96269,3.83706,0.116162,0,-3.83018,-4.4577,-5.4,0.339718,7.68555,0.517144,-0.628711,0.931855,0.0133222,0.612359,0,0,0.284912,0,0.121557,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
321,1,1,0,1,0,0,0,0,0,0,1,0,3.4,NA,FOCE_I,NA,3328.33,0,21053.8029942073,3.77054,5.45321,6.111,5.33191,6.31685,2.96456,3.86647,0.119113,0,-3.78126,-4.53745,-5.4,0.339685,7.84784,0.585872,-0.475687,1.0098,0.0130643,0.560877,0,0,0.335929,0,0.103422,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322,1,1,0,0,0,0,0,1,0,0,0,0,2.7,NA,FOCE_I,NA,3254.05,0,20864.7419935279,3.76759,5.49699,6.10741,5.38032,6.34756,2.95865,3.89696,0.119685,0,-3.54711,-4.58761,-5.4,0.314165,7.72563,0.764295,-0.711967,0.547919,0.0114385,0.689225,0,0,0.195289,0,0.0993399,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323,1,1,0,1,0,0,0,0,0,0,1,0,3.2,NA,FOCE_I,NA,3933.2,0,19997.6689229426,3.77358,5.46206,6.11264,5.34418,6.30578,2.94938,3.88815,0.118474,0,-3.67591,-4.54752,-5.4,0.322945,7.81721,0.642992,-0.65477,0.768183,0.0134911,0.501572,0,0,0.246328,0,0.100035,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,1,1,0,1,0,0,0,0,0,0,0,0,3.4,NA,FOCE_I,NA,2567.12,0,20822.5241829571,3.77448,5.5123,6.11132,5.27775,6.32378,2.95433,3.91019,0.115279,0,-3.79152,-4.66078,-5.4,0.396432,8.00756,0.740327,-0.61315,1.01678,0.0144497,0.552296,0,0,0.272246,0,0.0920676,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
325,1,1,0,0,0,0,0,1,0,0,1,0,3.0,NA,FOCE_I,NA,3349.13,0,19375.6014837163,3.78766,5.43643,6.10033,5.27416,6.33266,2.9584,3.87153,0.115241,0,-3.6342,-4.51166,-5.4,0.381022,7.74504,0.57189,-0.789609,0.865163,0.0128605,0.343023,0,0,0.258715,0,0.106361,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
326,1,1,0,1,0,0,0,0,0,0,0,0,3.6,NA,FOCE_I,NA,3258.43,0,19781.3070245826,3.767,5.45516,6.13743,5.33858,6.32754,2.92912,3.91292,0.118123,0,-3.13992,-4.71898,-5.4,0.312494,8.01632,0.727991,-0.627997,0.454519,0.0126203,0.285881,0,0,0.325201,0,0.110576,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
327,1,1,0,1,0,0,0,0,0,0,0,0,3.0,NA,FOCE_I,NA,2837.81,0,21105.0113680274,3.75321,5.47627,6.10428,5.34292,6.32305,2.96036,3.86872,0.123871,0,-3.71092,-4.61368,-5.4,0.198272,7.9097,0.898786,-0.461628,0.692606,0.0146886,0.515519,0,0,0.240408,0,0.0916587,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
328,1,1,0,1,0,0,0,0,0,0,0,0,3.5,NA,FOCE_I,NA,2687.99,0,20358.3534789191,3.75769,5.47187,6.08752,5.32795,6.33329,2.95005,3.88633,0.122508,0,-3.49929,-4.67251,-5.4,0.329364,7.9248,0.613695,-0.627998,0.784884,0.0126145,0.211807,0,0,0.346797,0,0.111221,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
329,1,1,0,1,0,0,0,0,0,0,0,0,3.5,NA,FOCE_I,NA,2588.58,0,21211.5413559403,3.78278,5.47734,6.11787,5.40245,6.33668,2.9608,3.85343,0.114079,0,-3.58702,-4.52212,-5.4,0.264383,7.65925,0.556211,-0.635965,0.681787,0.0116827,0.592522,0,0,0.291556,0,0.0993411,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
330,1,1,0,1,0,0,0,0,0,0,2,0,3.2,NA,FOCE_I,NA,4400.78,0,20652.935993763,3.77512,5.48339,6.12994,5.31558,6.32722,2.95853,3.88393,0.115671,0,-3.68925,-4.65476,-5.4,0.310588,7.87424,0.730833,-0.67948,0.784669,0.0135454,0.528144,0,0,0.311718,0,0.103014,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
331,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,3053.12,0,20432.8253198647,3.76811,5.44381,6.09786,5.32066,6.33495,2.95915,3.88474,0.117414,0,-3.85837,-4.49909,-5.4,0.372803,7.72974,0.615601,-0.753683,0.837109,0.0123604,0.571693,0,0,0.303309,0,0.0900437,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
332,1,1,0,0,0,0,0,1,0,0,4,0,2.8,NA,FOCE_I,NA,8400.28,0,20074.1146547332,3.77991,5.49808,6.11567,5.36695,6.34728,2.95954,3.89926,0.120569,0,-3.54142,-4.61667,-5.4,0.322162,7.90598,0.660673,-0.62779,0.669896,0.0126663,0.70892,0,0,0.291572,0,0.0994776,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
333,1,1,0,1,0,0,0,0,0,0,0,0,3.5,NA,FOCE_I,NA,2854.72,0,21324.5980319944,3.75639,5.45521,6.13895,5.38052,6.30405,2.95249,3.8681,0.120238,0,-3.37118,-4.63136,-5.4,0.143078,7.84822,0.850764,-0.398869,0.493722,0.0133064,0.344304,0,0,0.240712,0,0.0927969,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
334,1,1,0,0,0,0,0,1,0,0,0,0,2.8,NA,FOCE_I,NA,3825.3,0,20512.78976065,3.7698,5.46036,6.12365,5.3286,6.33174,2.97048,3.89016,0.119766,0,-3.69373,-4.50501,-5.4,0.289291,7.69618,0.742254,-0.570657,0.792899,0.0117498,0.432229,0,0,0.250156,0,0.094408,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
335,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,2790,0,19929.3395441989,3.75862,5.45239,6.09758,5.37272,6.35844,2.955,3.9049,0.116698,0,-3.62468,-4.59784,-5.4,0.23568,7.85463,0.710924,-0.499347,0.809903,0.0146612,0.679745,0,0,0.280167,0,0.106286,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
