"model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","[LN(CL)]","[LN(V1)]","[LN(Q)]","[LN(V2)]","[P]","[F]","[P]_","[F]_","[F]_","[P]_","[F]_","[F]_","[F]_","[P]_","[P]","se[LN(CL)]","se[LN(V1)]","se[LN(Q)]","se[LN(V2)]","se[P]","se[F]","se[P]_","se[F]_","se[F]_","se[P]_","se[F]_","se[F]_","se[F]_","se[P]_","se[P]","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_eta3(%)","shrinkage_eta4(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7","EI8","EI9","EI10","EI11","EI12","EI13","EI14","EI15"
1,1,1,1,1,1,0,0,0,0,0,0,0,4.8,26.903,ITS_I-SAEM_I-IMP*_I-BAYES_I-FOCE_I,NA,210.19,9.63,-1121.02837235074,1.68693,1.61129,0.819605,2.39161,0.165061,-0.000741979,0.131429,0.0124112,0.0159565,0.187548,-0.0127355,0.0139061,0.0332702,0.149906,0.0571632,0.04318,0.0476109,0.0699832,0.0515872,0.0271869,0.0207982,0.03131,0.0299001,0.0357256,0.071907,0.023576,0.0240702,0.0425812,0.038222,0.00757063,NA,NA,NA,NA,NA,0.138801,0.342648,0.399725,0.436479,0.522123,0.651633,0.784397,0.798156,0.855551,0.879394,1.01176,1.2145,1.43382,1.79686,3.73416
